,Name,Platform,Year,Genre,Publisher,Na Sales,Eu Sales,Jp Sales,Other Sales,Global Sales,Console Type,Console Manufacturer,Console Released,Console Discontinued,Consoles Sold
9990,Kirarin * Revolution: Kira Kira Idol Audition,Nintendo DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,110000.0,0.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
9991,Ranma 1/2: Akanekodan Teki Hihou,SNES/Super Famicom,1993,Role-Playing,TOHO,0.0,0.0,110000.0,0.0,0.11,Home,Nintendo,1990,2003,49100000.0
9992,The BIGS,PlayStation Portable,2007,Sports,Take-Two Interactive,100000.0,0.0,0.0,10000.0,0.11,Handheld,Sony,2004,2014,82000000.0
9993,Blades of Time,Xbox 360,2012,Action,Konami Digital Entertainment,70000.0,30000.0,0.0,10000.0,0.11,Home,Microsoft,2005,2016,84000000.0
9994,My Boyfriend,Nintendo DS,2008,Simulation,DTP Entertainment,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
9995,Scribblenauts Unmasked: A DC Comics Adventure,Wii U,2013,Puzzle,Warner Bros. Interactive Entertainment,100000.0,0.0,0.0,10000.0,0.11,Home,Nintendo,2012,2017,13560000.0
9996,Victory Zone,PlayStation,1995,Misc,Sony Computer Entertainment,0.0,0.0,100000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
9997,Rengoku: The Tower of Purgatory,PlayStation Portable,2005,Action,Konami Digital Entertainment,100000.0,0.0,0.0,10000.0,0.11,Handheld,Sony,2004,2014,82000000.0
9998,Goal Storm '97,PlayStation,1996,Sports,Konami Digital Entertainment,10000.0,0.0,90000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
9999,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,100000.0,0.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10000,Dynasty Warriors Advance,Game Boy Advance,2005,Action,Nintendo,80000.0,30000.0,0.0,0.0,0.11,Handheld,Nintendo,2001,2010,81510000.0
10001,Pachi-Slot Aruze Oukoku 3,PlayStation,2000,Misc,Aruze Corp,0.0,0.0,100000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10002,Science Papa,Nintendo DS,2009,Misc,Activision,90000.0,10000.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10003,Tournament Pool,Wii,2009,Sports,Destineer,100000.0,0.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10004,Cabela's North American Adventures,Xbox 360,2010,Sports,Activision,100000.0,0.0,0.0,10000.0,0.11,Home,Microsoft,2005,2016,84000000.0
10005,Aqua Aqua,PlayStation 2,2000,Puzzle,3DO,50000.0,40000.0,0.0,10000.0,0.11,Home,Sony,2000,2013,155000000.0
10006,Viewtiful Joe: Double Trouble!,Nintendo DS,2005,Action,Capcom,80000.0,0.0,10000.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10007,Mega Man Zero 4,Game Boy Advance,2005,Platform,Capcom,80000.0,30000.0,0.0,0.0,0.11,Handheld,Nintendo,2001,2010,81510000.0
10008,Black Bass with Blue Marlin,PlayStation,1999,Sports,Starfish,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10009,Mega Man Battle Network 5: Double Team DS (JP sales),Nintendo DS,2005,Role-Playing,Nintendo,0.0,0.0,110000.0,0.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10010,Utawarerumono: Chiriyukusha e no Komoriuta,PlayStation 2,2006,Adventure,Aqua Plus,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2000,2013,155000000.0
10011,Hyper Formation Soccer,PlayStation,1995,Sports,Human Entertainment,0.0,0.0,100000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10012,Tiger Woods PGA Tour 06,GameCube,2005,Sports,Electronic Arts,80000.0,20000.0,0.0,0.0,0.11,Home,Nintendo,2001,2007,21740000.0
10013,Jupiter Strike,PlayStation,1994,Shooter,Acclaim Entertainment,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10014,Sudokuro,Nintendo DS,2007,Puzzle,Crave Entertainment,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10015,BlazBlue: Continuum Shift II,Nintendo 3DS,2011,Fighting,PQube,50000.0,10000.0,40000.0,10000.0,0.11,Handheld,Nintendo,2011,2020,75940000.0
10016,Saigo no Yakusoku no Monogatari,PlayStation Portable,2011,Role-Playing,Unknown,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10017,Metal Gear Solid Integral,PlayStation,1999,Adventure,Konami Digital Entertainment,0.0,0.0,100000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10018,Naruto Shippuden 3D: The New Era,Nintendo 3DS,2011,Action,505 Games,0.0,40000.0,60000.0,10000.0,0.11,Handheld,Nintendo,2011,2020,75940000.0
10019,FIFA World Cup Germany 2006,PlayStation Portable,2006,Sports,Electronic Arts,100000.0,0.0,0.0,10000.0,0.11,Handheld,Sony,2004,2014,82000000.0
10020,Disney's Chicken Little: Ace In Action,Wii,0,Shooter,Disney Interactive Studios,100000.0,0.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10021,Lego Star Wars: The Force Awakens,Xbox 360,2016,Action,Warner Bros. Interactive Entertainment,40000.0,60000.0,0.0,10000.0,0.11,Home,Microsoft,2005,2016,84000000.0
10022,Reign of Fire,GameCube,2002,Shooter,BAM! Entertainment,80000.0,20000.0,0.0,0.0,0.11,Home,Nintendo,2001,2007,21740000.0
10023,Rock Band Track Pack: Classic Rock,PlayStation 3,2009,Misc,MTV Games,100000.0,0.0,0.0,10000.0,0.11,Home,Sony,2006,2017,87400000.0
10024,Rock Revolution,Nintendo DS,2008,Misc,Konami Digital Entertainment,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10025,Big League Sports: Summer,Nintendo DS,2009,Sports,Activision,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10026,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,70000.0,30000.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10027,Jampack Volume 14 (RP-T),PlayStation 2,2006,Misc,Sony Computer Entertainment,50000.0,40000.0,0.0,10000.0,0.11,Home,Sony,2000,2013,155000000.0
10028,Pro Yakyuu Team o Tsukurou! 2,Nintendo DS,2009,Sports,Sega,0.0,0.0,110000.0,0.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10029,Mace Griffin: Bounty Hunter,Xbox,2003,Shooter,Electronic Arts,80000.0,20000.0,0.0,0.0,0.11,Home,Microsoft,2001,2009,24000000.0
10030,Martian Gothic: Unification,PlayStation,2001,Adventure,Take-Two Interactive,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10031,Woody Woodpecker Racing,PlayStation,1999,Racing,Konami Digital Entertainment,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10032,Final Fantasy XII International Zodiac Job System,PlayStation 2,2007,Role-Playing,Square Enix,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2000,2013,155000000.0
10033,Barbie in The 12 Dancing Princesses,Nintendo DS,2007,Adventure,Activision,90000.0,10000.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10034,Fight Club,Xbox,2004,Fighting,Vivendi Games,80000.0,20000.0,0.0,0.0,0.11,Home,Microsoft,2001,2009,24000000.0
10035,Carnage Heart,PlayStation,1995,Strategy,Sony Computer Entertainment,10000.0,10000.0,90000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10036,"Grand Theft Auto: Mission Pack #1, London 1969",PlayStation,1998,Adventure,Take-Two Interactive,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10037,Kamen Rider: Climax Heroes,PlayStation 2,2009,Fighting,Namco Bandai Games,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2000,2013,155000000.0
10038,Robotics;Notes,PlayStation 3,2012,Adventure,5pb,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2006,2017,87400000.0
10039,Disney Channel Collection Vol. 1,Game Boy Advance,2004,Misc,Unknown,80000.0,30000.0,0.0,0.0,0.11,Handheld,Nintendo,2001,2010,81510000.0
10040,Total Immersion Racing,PlayStation 2,2002,Racing,Empire Interactive,50000.0,40000.0,0.0,10000.0,0.11,Home,Sony,2000,2013,155000000.0
10041,Virtual Hydlide,Sega Saturn,1995,Role-Playing,Sega,0.0,0.0,110000.0,0.0,0.11,Home,Sega,1994,2000,9260000.0
10042,World Series of Poker: Tournament of Champions 2007 Edition,PlayStation Portable,2006,Misc,Activision,100000.0,0.0,0.0,10000.0,0.11,Handheld,Sony,2004,2014,82000000.0
10043,Tales of the World: Reve Unitia,Nintendo 3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,110000.0,0.0,0.11,Handheld,Nintendo,2011,2020,75940000.0
10044,Karaoke Revolution,PlayStation 3,2009,Misc,Konami Digital Entertainment,70000.0,30000.0,0.0,10000.0,0.11,Home,Sony,2006,2017,87400000.0
10045,Warriors Orochi 3,PlayStation Portable,2012,Action,Ubisoft Annecy,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10046,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,100000.0,0.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10047,Space Invaders,Game Boy Advance,2002,Shooter,Activision,80000.0,30000.0,0.0,0.0,0.11,Handheld,Nintendo,2001,2010,81510000.0
10048,BlazBlue: Chrono Phantasma,PlayStation 5,2014,Fighting,Arc System Works,60000.0,0.0,30000.0,20000.0,0.11,Home,Sony,2020,0,30000000.0
10049,Digimon Digital Card Battle,PlayStation,1999,Strategy,Namco Bandai Games,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10050,Toukiden 2,PlayStation 5,2016,Action,Tecmo Koei,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2020,0,30000000.0
10051,Earth Defense Force 2: Invaders from Planet Space,PlayStation 5,2014,Action,Xseed Games,40000.0,10000.0,40000.0,20000.0,0.11,Home,Sony,2020,0,30000000.0
10052,Kuroko's Basketball: Miracle Game,PlayStation Portable,2012,Sports,Namco Bandai Games,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10053,Dreamer Series: Top Model,Nintendo DS,2009,Simulation,DreamCatcher Interactive,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10054,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PlayStation 2,2006,Sports,Konami Digital Entertainment,0.0,0.0,110000.0,0.0,0.11,Home,Sony,2000,2013,155000000.0
10055,Shovel Knight,Wii U,2015,Platform,Yacht Club Games,60000.0,40000.0,0.0,10000.0,0.11,Home,Nintendo,2012,2017,13560000.0
10056,Yuusha no Kuse ni Namaikida Or 3D,PlayStation Portable,2010,Strategy,Sony Computer Entertainment,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10057,The First Templar,Xbox 360,2011,Action,Kalypso Media,60000.0,40000.0,0.0,10000.0,0.11,Home,Microsoft,2005,2016,84000000.0
10058,X-Men: The Official Game,Nintendo DS,2006,Action,Activision,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10059,Dead to Rights II,Xbox,2005,Shooter,Electronic Arts,80000.0,20000.0,0.0,0.0,0.11,Home,Microsoft,2001,2009,24000000.0
10060,Petz Fashion: Dogz & Catz,Nintendo DS,2009,Simulation,Ubisoft,100000.0,0.0,0.0,10000.0,0.11,Handheld,Nintendo,2004,2013,154020000.0
10061,Project: Horned Owl,PlayStation,1995,Shooter,Sony Computer Entertainment,30000.0,20000.0,50000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10062,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PlayStation Portable,2012,Action,Namco Bandai Games,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10063,Child of Light,PlayStation 5,2014,Role-Playing,Ubisoft,0.0,70000.0,20000.0,20000.0,0.11,Home,Sony,2020,0,30000000.0
10064,SingStar Guitar,PlayStation 3,2010,Misc,Sony Computer Entertainment,0.0,80000.0,0.0,20000.0,0.11,Home,Sony,2006,2017,87400000.0
10065,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES/Super Famicom,1995,Role-Playing,Namco Bandai Games,0.0,0.0,110000.0,0.0,0.11,Home,Nintendo,1990,2003,49100000.0
10066,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,60000.0,40000.0,0.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10067,Busou Shinki: Battle Masters Mk. 2,PlayStation Portable,2011,Action,Konami Digital Entertainment,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10068,Cabela's Dangerous Hunts 2,Xbox,2005,Sports,Activision,80000.0,20000.0,0.0,0.0,0.11,Home,Microsoft,2001,2009,24000000.0
10069,Fairy Tail: Portable Guild,PlayStation Portable,2010,Fighting,Konami Digital Entertainment,0.0,0.0,110000.0,0.0,0.11,Handheld,Sony,2004,2014,82000000.0
10070,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,50000.0,40000.0,10000.0,10000.0,0.11,Home,Nintendo,2006,2013,101630000.0
10071,SimCity 2000,Game Boy Advance,2003,Simulation,Zoo Digital Publishing,80000.0,30000.0,0.0,0.0,0.11,Handheld,Nintendo,2001,2010,81510000.0
10072,Brunswick Circuit Pro Bowling 2,PlayStation,2000,Sports,THQ,60000.0,40000.0,0.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10073,D,PlayStation,1995,Adventure,Acclaim Entertainment,0.0,0.0,100000.0,10000.0,0.11,Home,Sony,1994,2006,102490000.0
10074,Winning Eleven: Pro Evolution Soccer 2007,Xbox 360,2006,Sports,Konami Digital Entertainment,90000.0,0.0,0.0,10000.0,0.1,Home,Microsoft,2005,2016,84000000.0
10075,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,2006,2013,101630000.0
10076,Squinkies 2: Adventure Mall Surprize!,Nintendo DS,2011,Platform,Activision,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10077,Wizardry VI: Bane of the Cosmic Forge,SNES/Super Famicom,1995,Role-Playing,ASCII Entertainment,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,1990,2003,49100000.0
10078,Power Pocket Koushien,Nintendo DS,2005,Sports,Konami Digital Entertainment,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10079,Gravity Games Bike: Street Vert Dirt,PlayStation 2,2002,Sports,Midway Games,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10080,Contact,Nintendo DS,2006,Role-Playing,Rising Star Games,70000.0,0.0,30000.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10081,Pro Yaky? Spirits 2010,PlayStation 2,2010,Sports,Konami Digital Entertainment,0.0,0.0,100000.0,0.0,0.1,Home,Sony,2000,2013,155000000.0
10082,Princess Debut,Nintendo DS,2008,Misc,Cave,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10083,My First Dollhouse,Nintendo DS,2010,Misc,505 Games,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10084,Cloudy With a Chance of Meatballs,PlayStation 3,2009,Platform,Ubisoft,90000.0,10000.0,0.0,10000.0,0.1,Home,Sony,2006,2017,87400000.0
10085,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,90000.0,10000.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10086,Top Spin,PlayStation 2,2005,Sports,Take-Two Interactive,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10087,Derby Stallion P,PlayStation Portable,2006,Sports,Enterbrain,0.0,0.0,100000.0,0.0,0.1,Handheld,Sony,2004,2014,82000000.0
10088,Kenka Bancho Bros: Tokyo Battle Royale,PlayStation Portable,2012,Action,Spike,0.0,0.0,100000.0,0.0,0.1,Handheld,Sony,2004,2014,82000000.0
10089,UFC: Tapout 2,Xbox,2003,Fighting,Capcom,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10090,Adventure Time: Finn & Jake Investigations,PlayStation 3,2015,Action,Little Orbit,20000.0,70000.0,0.0,20000.0,0.1,Home,Sony,2006,2017,87400000.0
10091,Kamen Rider: Battride War II,PlayStation 3,2014,Action,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Home,Sony,2006,2017,87400000.0
10092,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,Nintendo DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10093,Thrillville: Off the Rails,PlayStation Portable,2007,Strategy,LucasArts,90000.0,0.0,0.0,10000.0,0.1,Handheld,Sony,2004,2014,82000000.0
10094,Imagine: Soccer Captain,Nintendo DS,2009,Sports,Ubisoft,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10095,Jikkyou Powerful Pro Yakyuu 10,GameCube,2003,Sports,Konami Digital Entertainment,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,2001,2007,21740000.0
10096,Vexx,Xbox,2003,Platform,Acclaim Entertainment,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10097,F1 Career Challenge,PlayStation 2,2003,Racing,Electronic Arts,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10098,Taiko no Tatsujin: V Version,PlayStation 5,2015,Action,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Home,Sony,2020,0,30000000.0
10099,Pariah,Xbox,2005,Action,Hip Interactive,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10100,Cabela's Outdoor Adventures,Xbox,2005,Sports,Zoo Digital Publishing,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10101,Agatha Christie: The ABC Murders,Nintendo DS,2009,Adventure,JoWood Productions,80000.0,10000.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10102,Metal Slug 3,Xbox,2004,Shooter,Ignition Entertainment,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10103,The Smurfs 2,Wii,2013,Platform,Ubisoft,0.0,90000.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10104,Motocross Mania 3,PlayStation 2,2004,Racing,Take-Two Interactive,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10105,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,2006,2013,101630000.0
10106,Dancing on Ice,Wii,2010,Sports,Ghostlight,0.0,90000.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10107,Pro Yakyuu Famista DS 2009,Nintendo DS,2009,Sports,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10108,Banjo-Pilot,Game Boy Advance,2005,Racing,THQ,70000.0,30000.0,0.0,0.0,0.1,Handheld,Nintendo,2001,2010,81510000.0
10109,Family Feud: 2012 Edition,Xbox 360,2011,Misc,Ubisoft,100000.0,0.0,0.0,10000.0,0.1,Home,Microsoft,2005,2016,84000000.0
10110,Gallop Racer 2006,PlayStation 2,2005,Sports,Tecmo Koei,20000.0,20000.0,60000.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10111,Army Corps of Hell,PlayStation 5,2011,Action,Square Enix,50000.0,40000.0,0.0,20000.0,0.1,Home,Sony,2020,0,30000000.0
10112,Frogger: Ancient Shadow,PlayStation 2,2005,Platform,Konami Digital Entertainment,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10113,Digimon Story: Lost Evolution,Nintendo DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10114,Exit DS,Nintendo DS,2008,Puzzle,Square Enix,90000.0,0.0,10000.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10115,Ski-Doo Snowmobile Challenge,PlayStation 3,2009,Racing,PQube,100000.0,0.0,0.0,10000.0,0.1,Home,Sony,2006,2017,87400000.0
10116,Universe at War: Earth Assault,Xbox 360,2008,Action,Sega,90000.0,10000.0,0.0,10000.0,0.1,Home,Microsoft,2005,2016,84000000.0
10117,Despicable Me: The Game,PlayStation 2,2010,Platform,D3Publisher,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10118,Metal Arms: Glitch in the System,GameCube,2003,Shooter,Vivendi Games,80000.0,20000.0,0.0,0.0,0.1,Home,Nintendo,2001,2007,21740000.0
10119,Tom Clancy's Splinter Cell: Chaos Theory,GameCube,2005,Action,Ubisoft,80000.0,20000.0,0.0,0.0,0.1,Home,Nintendo,2001,2007,21740000.0
10120,Learn Chess,Nintendo DS,2009,Misc,DreamCatcher Interactive,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10121,Happy Feet Two,PlayStation 3,0,Action,Warner Bros. Interactive Entertainment,90000.0,10000.0,0.0,10000.0,0.1,Home,Sony,2006,2017,87400000.0
10122,Escape From Monkey Island,PlayStation 2,2001,Adventure,LucasArts,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10123,Leisure Suit Larry: Box Office Bust,PlayStation 3,2009,Adventure,Codemasters,60000.0,30000.0,0.0,10000.0,0.1,Home,Sony,2006,2017,87400000.0
10124,The Wolf Among Us,PlayStation 3,2014,Adventure,Telltale Games,50000.0,30000.0,0.0,20000.0,0.1,Home,Sony,2006,2017,87400000.0
10125,Mickey's Speedway USA (weekly JP sales),Nintendo 64,2000,Racing,Nintendo,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,1996,2002,32930000.0
10126,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,100000.0,0.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10127,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PlayStation Portable,2006,Adventure,Sony Computer Entertainment,0.0,0.0,100000.0,0.0,0.1,Handheld,Sony,2004,2014,82000000.0
10128,Miami Law,Nintendo DS,2009,Adventure,Konami Digital Entertainment,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10129,Macross 30: Ginga o Tsunagu Utagoe,PlayStation 3,2013,Shooter,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Home,Sony,2006,2017,87400000.0
10130,Kidou Senshi Gundam UC,PlayStation 3,2012,Action,Namco Bandai Games,0.0,0.0,100000.0,0.0,0.1,Home,Sony,2006,2017,87400000.0
10131,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,90000.0,10000.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10132,Nicktoons: MLB,Nintendo DS,2011,Sports,Take-Two Interactive,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10133,Gretzky NHL,PlayStation Portable,2005,Sports,Sony Computer Entertainment,100000.0,0.0,0.0,10000.0,0.1,Handheld,Sony,2004,2014,82000000.0
10134,Corvette Evolution GT,Nintendo DS,2008,Racing,Black Bean Games,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10135,May's Mystery: Forbidden Memories,Nintendo DS,2011,Puzzle,Mastertronic,50000.0,40000.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10136,PictoImage,Nintendo DS,2007,Puzzle,Sega,100000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10137,Etrian Odyssey II: Heroes of Lagaard,Nintendo 3DS,2014,Role-Playing,Atlus,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2011,2020,75940000.0
10138,Ridge Racer 2,PlayStation Portable,2006,Racing,Sony Computer Entertainment,0.0,30000.0,70000.0,10000.0,0.1,Handheld,Sony,2004,2014,82000000.0
10139,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0.0,0.0,100000.0,0.0,0.1,Home,Nintendo,2006,2013,101630000.0
10140,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,90000.0,0.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10141,Dropship: United Peace Force,PlayStation 2,2002,Simulation,Sony Computer Entertainment,50000.0,40000.0,0.0,10000.0,0.1,Home,Sony,2000,2013,155000000.0
10142,Road Rash: Jailbreak,Game Boy Advance,2003,Racing,Zoo Digital Publishing,70000.0,30000.0,0.0,0.0,0.1,Handheld,Nintendo,2001,2010,81510000.0
10143,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,60000.0,40000.0,0.0,10000.0,0.1,Home,Nintendo,2006,2013,101630000.0
10144,Castlevania: Lords of Shadow 2,Xbox 360,2014,Action,Konami Digital Entertainment,20000.0,70000.0,0.0,10000.0,0.1,Home,Microsoft,2005,2016,84000000.0
10145,Lucha Libre AAA: Heroes del Ring,PlayStation 3,2010,Fighting,Konami Digital Entertainment,100000.0,0.0,0.0,10000.0,0.1,Home,Sony,2006,2017,87400000.0
10146,Syberia,Xbox,2003,Action,Microids,80000.0,20000.0,0.0,0.0,0.1,Home,Microsoft,2001,2009,24000000.0
10147,G1 Jockey 3,PlayStation 2,2002,Sports,THQ,20000.0,10000.0,70000.0,0.0,0.1,Home,Sony,2000,2013,155000000.0
10148,Shrek: Forever After,Xbox 360,2010,Platform,Activision,90000.0,0.0,0.0,10000.0,0.1,Home,Microsoft,2005,2016,84000000.0
10149,Atsumare! Power Pro Kun no DS Koushien,Nintendo DS,0,Sports,Unknown,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10150,Revolution X,PlayStation,1995,Shooter,Acclaim Entertainment,60000.0,40000.0,0.0,10000.0,0.1,Home,Sony,1994,2006,102490000.0
10151,Myst,Nintendo DS,2007,Adventure,Midway Games,90000.0,0.0,0.0,10000.0,0.1,Handheld,Nintendo,2004,2013,154020000.0
10152,Little Battlers eXperience W,Nintendo 3DS,2013,Role-Playing,Level 5,0.0,0.0,100000.0,0.0,0.1,Handheld,Nintendo,2011,2020,75940000.0
10153,Riviera: The Promised Land,Game Boy Advance,2004,Role-Playing,Sting,70000.0,30000.0,0.0,0.0,0.1,Handheld,Nintendo,2001,2010,81510000.0
10154,Risen 3: Titan Lords,PlayStation 3,2014,Role-Playing,Deep Silver,20000.0,60000.0,0.0,20000.0,0.1,Home,Sony,2006,2017,87400000.0
10155,Top Gun: Combat Zones,Game Boy Advance,2004,Simulation,Mastiff,70000.0,30000.0,0.0,0.0,0.1,Handheld,Nintendo,2001,2010,81510000.0
